"decision_date","company_ID","external_score_ver01","external_score_ver02","external_score_ver03","age","province","juridical_form","industry_sector","gross_margin_ratio","core_income_ratio","cash_asset_ratio","consolidated_liabilities_ratio","revenues","cr_available","region","geo_area","last_statement_age","days_to_default","target"
"2021-10-27",6498988500,8,3,"H",4,"CZ","RS","Costruzioni e materiali per costruzioni",0.912568306010929,0,0.0240963855421687,0.109289617486339,284,"TRUE","Calabria","Sud",2,1498,0
"2021-12-03",2905185680,7,3,"E",7,"AG","SR","Distribuzione",0.0939597315436242,0.0467289719626168,0.123893805309735,0.449664429530201,214,"TRUE","Sicilia","Isole",2,1498,0
"2022-02-17",4935452880,8,2,"L",4,"BG","SR","Costruzioni e materiali per costruzioni",0.294736842105263,0.0293360782295419,0.125,0.168421052631579,1950,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2020-09-12",382587330,8,3,"A",10,"PA","SR","Distribuzione",0.132408917890158,0.0398956002982849,0.0647276874821785,0.240076128330614,2688,"TRUE","Sicilia","Isole",2,413,1
"2021-07-27",403807630,6,1,"I",6,"SA","SR","Distribuzione",0.25886524822695,0.00834879406307978,0.0285188592456302,0.515473887814313,2190,"TRUE","Campania","Sud",1,1498,0
"2021-10-06",168901540,5,1,"C",20,"AQ","SR","Servizi",0.101374570446735,0.0496083550913838,0.136659436008677,0.826460481099656,383,"TRUE","Abruzzo","Sud",2,1498,0
"2022-05-17",5426018120,10,3,"C",4,"FR","RS","Costruzioni e materiali per costruzioni",0.812206572769953,0.0980392156862745,0.339805825242718,0.225352112676056,267,"TRUE","Lazio","Centro",2,1498,0
"2021-04-09",776155120,7,2,"G",3,"BL","SR","Distribuzione",0.0892857142857143,0.0108910891089109,0.227810650887574,0.111607142857143,1010,"TRUE","Veneto","Nord-est",2,1498,0
"2021-09-07",3057181910,4,1,"P",6,"RM","SR","Servizi",0.188467321128504,0.119031607262946,0.820474777448071,0.976032546210312,2974,"FALSE","Lazio","Centro",2,1498,0
"2021-06-20",5389342420,7,1,"B",5,"TO","SR","Costruzioni e materiali per costruzioni",0.598726114649682,0.0342368045649073,0.0681818181818182,0.199575371549894,701,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2022-04-12",3695587450,7,3,"L",7,"PZ","SR","Distribuzione",0.0919117647058824,0.0310734463276836,0.00829875518672199,0.382352941176471,354,"FALSE","Basilicata","Sud",3,1498,0
"2021-09-21",8654869410,6,2,"N",7,"BS","SR","Distribuzione",0.158868335146899,0.043447792571829,0.00112359550561798,0.489662676822633,1435,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-02-11",1345402140,5,1,"I",24,"RM","SR","Servizi",0.635687732342007,0.0124378109452736,0.230452674897119,0.148698884758364,402,"TRUE","Lazio","Centro",2,1498,0
"2021-03-23",2761966520,7,2,"F",2,"MI","RS","Servizi",0.373873873873874,0.106598984771574,0.430555555555556,0.594594594594595,197,"TRUE","Lombardia","Nord-ovest",2,593,1
"2021-10-20",6492943310,6,3,"D",6,"RM","RS","Servizi",0.27906976744186,-0.0650406504065041,0.09375,0.457364341085271,123,"TRUE","Lazio","Centro",1,1498,0
"2022-03-16",6520829040,6,1,"E",37,"BS","SR","Metallurgia e prodotti in metallo",0.330733229329173,0.135922330097087,0.145336225596529,0.288611544461778,414,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2022-03-22",2171771260,8,2,"C",3,"MI","RS","Servizi",0.0125,-0.0324074074074074,0.2,0.21875,220,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-11-27",6890718470,7,2,"D",2,"VI","RS","Costruzioni e materiali per costruzioni",0.457290586725803,0.0688915656160738,0,0.369088503259972,584,"FALSE","Veneto","Nord-est",2,337,1
"2021-06-17",798719670,8,2,"A",7,"CZ","SR","Trasporti",0.0904761904761905,0.0309139784946237,0.0729411764705882,0.3,1497,"TRUE","Calabria","Sud",3,1498,0
"2020-03-26",7453418420,7,2,"F",2,"VA","RS","Distribuzione",0.36231884057971,0.102112676056338,0.0145985401459854,0.0507246376811594,284,"TRUE","Lombardia","Nord-ovest",2,643,1
"2021-07-19",4898370520,6,2,"E",12,"RM","SR","Servizi",0.389763779527559,-0.0212014134275618,0.0642201834862385,0.322834645669291,283,"TRUE","Lazio","Centro",2,1498,0
"2020-07-30",517127410,7,1,"E",13,"PZ","SR","Trasporti",0.274463007159905,0.0810473815461347,0.0291970802919708,0.399761336515513,802,"TRUE","Basilicata","Sud",2,1498,0
"2021-01-20",2727880080,6,1,"H",9,"RM","SR","Costruzioni e materiali per costruzioni",0.661691542288557,-0.0248190279214064,0.0166487647690655,0.143781094527363,2905,"TRUE","Lazio","Centro",2,1498,0
"2022-04-10",6021292280,8,2,"L",7,"RM","SR","Distribuzione",0.028169014084507,-0.458904109589041,0.144067796610169,0.605633802816901,148,"FALSE","Lazio","Centro",2,1498,0
"2021-04-13",9826436250,6,2,"M",3,"AT","SR","Costruzioni e materiali per costruzioni",1.32989690721649,0.102941176470588,0.457142857142857,0.268041237113402,204,"FALSE","Piemonte","Nord-ovest",3,1498,0
"2022-02-03",9253174530,6,2,"D",6,"SA","SR","Agricoltura",0.346080305927342,0.162790697674419,0.0126582278481013,0.48565965583174,977,"TRUE","Campania","Sud",2,1498,0
"2021-06-30",7867793730,8,2,"E",2,"RN","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"FALSE","Emilia-Romagna","Nord-est",2,1498,0
"2022-03-01",7329354470,10,3,"B",21,"BO","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2022-06-01",48704260,4,1,"P",2,"UD","SR","Servizi",1.31862745098039,0.0440944881889764,0.442708333333333,0.340686274509804,1326,"TRUE","Friuli-Venezia Giulia","Nord-est",1,1498,0
"2022-02-09",3717610440,6,1,"G",10,"PU","SU","Elettrotecnica ed elettronica",0.210588235294118,0.00667655786350148,0.0593809222994315,0.317647058823529,1364,"TRUE","Marche","Centro",2,1498,0
"2022-05-20",1055927880,7,1,"H",16,"MS","SR","Metallurgia e prodotti in metallo",0.0893522715825526,0.0210187932739862,0.0557044140459738,0.248312682582855,8113,"TRUE","Toscana","Centro",1,1498,0
"2022-03-01",4845813390,5,2,"E",3,"BS","RS","Costruzioni e materiali per costruzioni",0.816666666666667,0.330434782608696,0.214285714285714,0.466666666666667,115,"FALSE","Lombardia","Nord-ovest",3,1498,0
"2021-01-26",5160192380,6,3,"G",3,"SA","SR","Distribuzione",0.0650406504065041,0.0254237288135593,0.128440366972477,0.040650406504065,118,"TRUE","Campania","Sud",2,1498,0
"2020-10-27",7051125050,8,2,"B",4,"MC","SR","Distribuzione",0.0958083832335329,0.042483660130719,0.0122699386503067,0.389221556886228,306,"TRUE","Marche","Centro",4,1498,0
"2022-04-10",342094230,4,1,"H",9,"UD","SR","Costruzioni e materiali per costruzioni",0.356429829712272,0.108026554013277,0.435878962536023,0.76159718144451,1675,"TRUE","Friuli-Venezia Giulia","Nord-est",2,1498,0
"2021-07-13",1083551420,9,2,"L",3,"LC","SR","Costruzioni e materiali per costruzioni",0.491704374057315,0.038974358974359,0.0570522979397781,0.0995475113122172,1289,"FALSE","Lombardia","Nord-ovest",1,1498,0
"2020-09-23",3248697040,4,1,"P",13,"LO","SR","Distribuzione",0.226231783483692,0.0199637023593466,0.0120481927710843,0.650936849410132,1653,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-08-20",8066488330,9,2,"D",2,"AL","SR","Distribuzione",0.190217391304348,0.037593984962406,0.0232558139534884,0.641304347826087,272,"TRUE","Piemonte","Nord-ovest",1,1498,0
"2022-02-22",8956123640,4,1,"G",12,"MN","SR","Chimica di base e intermedi",0.214484679665738,0.0221130221130221,0.434615384615385,0.561281337047354,829,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-04-28",7303668810,6,2,"F",7,"BL","RS","Costruzioni e materiali per costruzioni",0.322769953051643,0.0295748613678373,0.00520156046814044,0.0868544600938967,541,"TRUE","Veneto","Nord-est",2,1498,0
"2021-01-19",5170028070,9,3,"E",2,"CE","SR","Servizi",0.633946830265849,0.00909090909090909,0.160949868073879,0.0593047034764826,1650,"TRUE","Campania","Sud",2,748,1
"2020-09-16",4582496280,6,1,"H",15,"MI","SR","Distribuzione",0.227728390391526,0.00512921680804892,0.146282973621103,0.275392472101381,10138,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2022-03-17",6686310790,5,2,"L",3,"RM","SR","Trasporti",0.451776649746193,0.0290055248618785,0.187368421052632,0.238578680203046,1462,"TRUE","Lazio","Centro",2,1498,0
"2020-12-23",4429593540,6,1,"O",6,"VC","OC","Costruzioni e materiali per costruzioni",0.0891669925694173,0.00636188785323273,0.046875,0.0570981619084865,6759,"TRUE","Piemonte","Nord-ovest",1,1498,0
"2022-03-29",85798240,6,1,"L",27,"PG","SC","Servizi",0.496674057649667,0.0111524163568773,0.0844444444444444,0.802660753880266,269,"TRUE","Umbria","Centro",3,1498,0
"2021-04-13",7586104910,5,1,"L",16,"CE","CL","Costruzioni e materiali per costruzioni",0.855384615384615,0.027027027027027,0.114285714285714,0.289230769230769,555,"FALSE","Campania","Sud",2,477,1
"2020-09-24",4965999120,6,3,"H",2,"AQ","SR","Distribuzione",0.558823529411765,0.111111111111111,0.03125,0.382352941176471,45,"FALSE","Abruzzo","Sud",2,1498,0
"2021-05-26",7470035010,6,2,"I",5,"TO","SR","Distribuzione",0.672131147540984,0.0119926199261993,0.180555555555556,0.304449648711944,1084,"TRUE","Piemonte","Nord-ovest",2,674,1
"2022-03-16",4957042420,5,1,"G",40,"LI","SU","Largo consumo / attività ricreativo-culturali",0.121546961325967,-0.068259385665529,0.113636363636364,0.815469613259668,295,"TRUE","Toscana","Centro",2,1498,0
"2020-12-04",8965196960,7,2,"F",7,"MB","SP","Distribuzione",-0.0383795309168444,-0.0907127429805616,0.023972602739726,0.776119402985075,463,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-04-16",7111661810,6,1,"H",2,"MI","SR","Altri beni di consumo",0.568161024702653,0.221778487752929,0.324958123953099,0.827691369319915,4113,"TRUE","Lombardia","Nord-ovest",1,662,1
"2021-10-19",547279660,6,2,"F",2,"BG","RS","Distribuzione",0.0575916230366492,0.0961538461538462,0.121951219512195,0.455497382198953,156,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-01-19",7585701570,7,2,"H",6,"MI","SR","Costruzioni e materiali per costruzioni",0.561569688768606,0.0236686390532544,0.08,0.522327469553451,676,"FALSE","Lombardia","Nord-ovest",3,748,1
"2021-06-04",3235190180,9,1,"F",32,"VB","CL","Servizi",2.025,-0.297082228116711,0.0208333333333333,0.11875,776,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2021-05-21",3010328680,5,1,"C",4,"PN","SR","Largo consumo / attività ricreativo-culturali",0.399581589958159,0.0238568588469185,0.00896860986547085,0.207112970711297,503,"TRUE","Friuli-Venezia Giulia","Nord-est",2,1498,0
"2022-02-08",1950392000,6,2,"G",2,"BA","SR","Metallurgia e prodotti in metallo",0.414877300613497,0.130379746835443,0.310958904109589,0.676380368098159,968,"TRUE","Puglia","Sud",2,1498,0
"2022-01-26",5951229500,7,3,"E",2,"FG","RS","Alimentare",0.504672897196262,0.0549450549450549,0.0634920634920635,0.130841121495327,275,"TRUE","Puglia","Sud",2,1498,0
"2022-03-09",6101502620,6,1,"D",3,"MI","RS","Costruzioni e materiali per costruzioni",0.495525727069351,0.38130381303813,0.100896860986547,0.483221476510067,813,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-05-17",3710626300,8,2,"D",12,"RM","SR","Distribuzione",0.15929203539823,-0.0707070707070707,0.00925925925925926,0.448377581120944,99,"TRUE","Lazio","Centro",2,1498,0
"2021-09-28",2500094210,6,2,"I",6,"TP","SR","Distribuzione",0.565809379727685,0.00240805604203152,0.0731292517006803,0.29500756429652,9136,"TRUE","Sicilia","Isole",1,402,1
"2021-02-05",7082728520,5,2,"D",0,"RM","SR","Distribuzione",0.389210019267823,0.1153125,0.0167714884696017,0.763969171483622,3200,"FALSE","Lazio","Centro",2,1498,0
"2022-03-14",1732105580,6,3,"H",3,"RM","RS","Servizi",1.54098360655738,0.0634441087613293,0.258620689655172,0.360655737704918,331,"TRUE","Lazio","Centro",3,1498,0
"2021-01-12",3840579220,6,1,"D",9,"LU","SC","Costruzioni e materiali per costruzioni",0.935779816513762,0.0239234449760766,0.0536585365853659,0.243119266055046,418,"TRUE","Toscana","Centro",2,1498,0
"2021-08-26",6007389500,6,2,"G",6,"RM","SR","Servizi",0.37125748502994,0.2,0.0983606557377049,0.491017964071856,181,"TRUE","Lazio","Centro",1,307,1
"2021-04-23",9638093130,5,1,"I",37,"PR","SR","Metallurgia e prodotti in metallo",0.154401154401154,0.0257976917854718,0.0832566697332107,0.528138528138528,1437,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2021-10-14",9784528330,9,2,"D",7,"PA","SR","Distribuzione",-0.0031055900621118,0.0154102457309454,0.107142857142857,0.0479148181011535,2401,"TRUE","Sicilia","Isole",1,494,1
"2021-08-09",2259085150,5,1,"E",7,"BO","SR","Metallurgia e prodotti in metallo",0.144624499041645,0.0506923837784372,0.0482388973966309,0.470987976999477,4149,"TRUE","Emilia-Romagna","Nord-est",1,1498,0
"2021-06-22",1646620170,10,3,"A",29,"PA","SR","Chimica di base e intermedi",0.269001866222241,0.0282363615127592,0,0.4256289584917,1392,"TRUE","Sicilia","Isole",2,407,1
"2020-09-07",1183798990,10,1,"G",14,"MI","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2021-01-27",8709623430,7,1,"D",6,"SV","SR","Costruzioni e materiali per costruzioni",-0.221238938053097,0.333333333333333,0.0535714285714286,0.247787610619469,54,"FALSE","Liguria","Nord-ovest",3,1498,0
"2020-12-10",1659165710,10,3,"F",6,"SA","SR","Distribuzione",0.15,0.053921568627451,0.122950819672131,0.208823529411765,204,"TRUE","Campania","Sud",3,1498,0
"2021-09-09",6913880940,4,1,"I",4,"MI","SR","Distribuzione",0.510853835021708,0.0725898786352187,0.134036144578313,0.658465991316932,4367,"TRUE","Lombardia","Nord-ovest",1,384,1
"2021-06-23",3858565410,6,1,"D",4,"TO","RS","Metallurgia e prodotti in metallo",0.482248520710059,0.0257771038665656,0.00362647325475975,0.351331360946746,1350,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2021-09-17",1618092100,8,1,"H",7,"UD","SR","Costruzioni e materiali per costruzioni",0.169974115616911,-0.216110019646365,0.0155945419103314,0.0405522001725626,509,"TRUE","Friuli-Venezia Giulia","Nord-est",1,1498,0
"2021-11-02",9481186090,5,3,"F",2,"SA","SR","Servizi",0.56198347107438,0.16793893129771,0.475609756097561,0.289256198347107,148,"TRUE","Campania","Sud",1,92,1
"2021-09-20",6640339030,8,2,"M",3,"MI","SR","Servizi",0.0983213429256595,-0.134615384615385,0.314285714285714,0.956834532374101,208,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2022-05-10",7727089840,7,3,"H",1,"PG","SR","Distribuzione",-0.0827586206896552,-0.557692307692308,0.245762711864407,0.789655172413793,52,"TRUE","Umbria","Centro",2,1498,0
"2021-04-07",5106378210,3,1,"F",2,"VR","SR","Servizi",1.24418604651163,0.00429184549356223,0.283950617283951,0.186046511627907,233,"FALSE","Veneto","Nord-est",2,1498,0
"2020-11-16",4686670430,5,2,"F",14,"CE","SR","Distribuzione",0.141752577319588,0.0256018341612533,0.0195154777927322,0.332989690721649,2617,"TRUE","Campania","Sud",1,1498,0
"2022-04-25",1041140550,10,1,"H",17,"TO","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2021-10-12",5107699090,9,1,"D",17,"MI","SR","Costruzioni e materiali per costruzioni",0.0110843373493976,0.00851342501637197,0.0313725490196078,0.201927710843373,1527,"TRUE","Lombardia","Nord-ovest",1,389,1
"2022-02-18",8736916730,5,1,"M",41,"CR","SR","Sistema moda",0.134004024144869,0.0105263157894737,0.0828779599271403,0.72635814889336,1093,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-05-30",8666453240,7,3,"D",4,"CL","SR","Costruzioni e materiali per costruzioni",0.801408450704225,0.032258064516129,0.14759535655058,0.232394366197183,806,"TRUE","Sicilia","Isole",2,1498,0
"2021-09-14",4004933570,10,3,"D",1,"RM","RS","Costruzioni e materiali per costruzioni",0.457290586725803,0.0688915656160738,0,0.369088503259972,584,"FALSE","Lazio","Centro",2,1498,0
"2022-03-24",8997943720,6,2,"F",7,"RM","RS","Servizi",0.139107611548556,0.0679012345679012,0.368421052631579,0.692913385826772,162,"TRUE","Lazio","Centro",2,1498,0
"2021-06-04",5793903300,8,3,"M",4,"BA","SR","Servizi",3.025,0.0308370044052863,0.4375,0,227,"FALSE","Puglia","Sud",2,1498,0
"2021-05-17",4761373880,6,2,"M",12,"RM","SR","Editoria e stampa",0.35225955967555,0.16144578313253,0.00291545189504373,0.703360370799537,870,"TRUE","Lazio","Centro",2,1498,0
"2021-03-17",440148720,6,1,"F",34,"AV","SR","Costruzioni e materiali per costruzioni",0.210220673635308,0.0657894736842105,0.00772797527047913,0.0882694541231127,380,"TRUE","Campania","Sud",2,1498,0
"2022-01-09",6301706550,8,1,"C",3,"SO","SP","Servizi",0.330434782608696,0.035406264185202,0.0149476831091181,0.340217391304348,2203,"TRUE","Lombardia","Nord-ovest",2,574,1
"2021-09-24",2053073530,9,1,"L",3,"MI","SC","Utility",1.10483870967742,-0.0153609831029186,0.0244648318042813,0.661290322580645,655,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2022-03-14",5130200810,5,2,"H",10,"VR","SR","Servizi",1.36347197106691,0.084726867335563,0.404624277456647,0.244122965641953,897,"TRUE","Veneto","Nord-est",2,1498,0
"2020-10-19",4236187560,5,2,"I",6,"SA","SR","Servizi",0.570725707257073,0.0927960927960928,0.053019145802651,0.466174661746617,826,"TRUE","Campania","Sud",2,1498,0
"2021-10-05",7791978310,6,2,"G",1,"RM","SR","Distribuzione",0.183844011142061,0.0121839780688395,0.168604651162791,0.259052924791086,3283,"TRUE","Lazio","Centro",1,673,1
"2022-03-29",262808380,6,1,"I",11,"PD","SR","Sistema moda",0.202890683314107,-0.015253084620616,0.138949331675474,0.660107213137002,10227,"TRUE","Veneto","Nord-est",2,1498,0
"2022-07-07",2126332640,5,1,"M",5,"PD","SR","Costruzioni e materiali per costruzioni",0.313953488372093,0.0334549878345499,0.374371859296482,0.384883720930233,1644,"TRUE","Veneto","Nord-est",1,1498,0
"2021-07-14",1216241180,4,1,"I",4,"GE","SR","Servizi",0.692695214105793,0.00542888165038002,0.23125,0.503778337531486,921,"TRUE","Liguria","Nord-ovest",2,1498,0
"2021-10-06",603985670,6,2,"G",10,"SS","SR","Costruzioni e materiali per costruzioni",0.606358819076457,0.00578034682080925,0.195979899497487,0.253595760787282,2768,"TRUE","Sardegna","Isole",2,1498,0
"2021-08-06",1444647360,6,1,"H",6,"MO","SU","Mezzi di trasporto",0.254785604900459,0.0226934523809524,0.0192307692307692,0.204249617151608,5958,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2022-06-09",2647766350,7,1,"F",11,"MI","SR","Costruzioni e materiali per costruzioni",0.209987550145248,0.0693972179289026,0.0329575021682567,0.397150366579057,7552,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-02-15",9627158660,7,1,"D",5,"PV","SR","Elettrotecnica ed elettronica",0.509183673469388,0.0157266811279826,0.0261282660332542,0.275510204081633,1846,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-07-19",4043430780,7,2,"I",2,"MI","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"TRUE","Lombardia","Nord-ovest",1,576,1
"2021-06-24",4244572560,8,1,"I",11,"RM","SR","Distribuzione",0.326086956521739,0.0479041916167665,0.0227703984819734,0.186594202898551,501,"TRUE","Lazio","Centro",2,1498,0
"2020-12-29",3744543340,3,1,"B",14,"BG","SR","Mezzi di trasporto",0.152755713063669,0.0082135523613963,0.0109745390693591,0.91115727728217,5940,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-03-19",244959860,4,1,"E",30,"BG","SR","Metallurgia e prodotti in metallo",0.464171669434155,0.0611693676517318,0.155381165919282,0.551155958615404,7185,"TRUE","Lombardia","Nord-ovest",2,650,1
"2022-02-09",439595120,10,3,"A",31,"LU","SR","Metallurgia e prodotti in metallo",0.380200857643313,0.0312323533452814,0,0.389757560082592,1268.5,"TRUE","Toscana","Centro",2,183,1
"2021-05-11",8239378900,5,1,"O",13,"MI","SR","Chimica di base e intermedi",0.854881266490765,0.0237717908082409,0.0158730158730159,0.147757255936675,613,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-09-29",5373326050,4,1,"C",13,"MI","SR","Distribuzione",0.252691576947435,0.0321392276422764,0.194726810673443,0.412919569347688,15744,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-10-08",4969154810,8,1,"E",16,"MI","SR","Altri beni di consumo",0.0914459254260165,0.0275432525951557,0.03519498918798,0.444631910466228,6879,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2020-09-09",4559540990,5,2,"E",2,"SA","RS","Elettrodomestici",0.508196721311475,0.278225806451613,0.0337078651685393,0.278688524590164,248,"FALSE","Campania","Sud",2,1498,0
"2020-09-15",6040034840,6,2,"E",2,"EN","RS","Chimica di base e intermedi",0.230769230769231,0.026578073089701,0.282051282051282,0.346153846153846,301,"TRUE","Sicilia","Isole",2,1498,0
"2022-05-16",2926814160,7,2,"H",6,"MI","SR","Distribuzione",0.635416666666667,0.0307539682539683,0.336448598130841,0.0729166666666667,1011,"TRUE","Lombardia","Nord-ovest",2,275,1
"2021-02-15",5004481370,6,1,"N",8,"TN","SR","Distribuzione",0.130984042553191,0.00676506765067651,0.00212014134275618,0.0545212765957447,1626,"TRUE","Trentino-Alto Adige/Südtirol","Nord-est",2,1498,0
"2022-04-28",6709997700,6,1,"E",11,"MC","SR","Distribuzione",0.14974182444062,0.0191873589164786,0.0309372156505914,0.246127366609294,886,"TRUE","Marche","Centro",2,1498,0
"2021-03-18",3166678770,6,3,"E",4,"BA","SR","Distribuzione",0.107843137254902,0.0776699029126214,0.114583333333333,0.254901960784314,103,"FALSE","Puglia","Sud",2,1498,0
"2021-09-29",925120880,4,1,"M",34,"CO","SR","Metallurgia e prodotti in metallo",0.213694507148232,0.0206349206349206,0,0.609480812641084,644,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-10-14",1037795640,9,2,"I",6,"LC","SR","Servizi",0.0957668285912561,-0.499186991869919,0.163712200208551,0.388619014573213,935,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2022-05-06",1287521030,7,2,"F",5,"MI","SR","Costruzioni e materiali per costruzioni",0.138063279002876,0.0189838079285315,0.0392749244712991,0.195589645254075,1791,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-05-20",5489750430,10,2,"O",1,"MB","SR","Distribuzione",0.0838323353293413,-0.024,0.105263157894737,0.446107784431138,125,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-03-26",2228813170,7,3,"L",1,"PG","SR","Servizi",0.516666666666667,-0.0583941605839416,0.382352941176471,0.216666666666667,137,"FALSE","Umbria","Centro",2,825,1
"2022-03-01",2059318290,5,1,"O",38,"FI","SR","Costruzioni e materiali per costruzioni",0.49153194765204,0.108690330477356,0.353730754046585,0.362586605080831,4085,"TRUE","Toscana","Centro",2,1498,0
"2021-04-15",1235519280,8,2,"F",6,"AV","SR","Sistema moda",0.259950248756219,0.0116369278510473,0,0.152985074626866,1276,"TRUE","Campania","Sud",2,1498,0
"2021-03-02",2351407190,7,2,"C",6,"PD","SR","Costruzioni e materiali per costruzioni",0.248995983935743,0.0637254901960784,0.020746887966805,0.192771084337349,204,"TRUE","Veneto","Nord-est",2,1498,0
"2021-05-17",5054983510,8,2,"H",2,"PN","SR","Metallurgia e prodotti in metallo",0.182033096926714,0.0124378109452736,0.214285714285714,0.205673758865248,403,"TRUE","Friuli-Venezia Giulia","Nord-est",2,1498,0
"2022-05-09",6809471530,5,2,"O",10,"AV","SU","Sistema moda",0.127242524916944,0.0113074204946996,0.0701342281879195,0.62890365448505,2897,"TRUE","Campania","Sud",2,1498,0
"2022-07-25",6568197300,6,1,"E",17,"RM","SR","Alimentare",0.256493506493506,0.0101522842639594,0.0340522133938706,0.612824675324675,1970,"TRUE","Lazio","Centro",2,229,1
"2021-07-16",8564895050,6,1,"H",3,"MC","SR","Costruzioni e materiali per costruzioni",0.907488986784141,0.157088122605364,0.0223463687150838,0.193832599118943,269,"TRUE","Marche","Centro",3,1498,0
"2022-02-08",3626784220,6,2,"I",8,"MI","SR","Costruzioni e materiali per costruzioni",0.0672,-0.00537827178200072,0.143908421913328,0.1512,2789,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-12-23",1913121870,8,2,"C",4,"TV","SR","Costruzioni e materiali per costruzioni",0.282807731434385,0.0629122272957889,0.0240963855421687,0.245167853509664,1971,"TRUE","Veneto","Nord-est",1,589,1
"2021-02-09",2838120110,8,2,"C",5,"AP","SR","Costruzioni e materiali per costruzioni",0.300761421319797,0.0238379022646007,0.216101694915254,0.0456852791878173,839,"TRUE","Marche","Centro",6,1498,0
"2020-06-17",4565181820,6,2,"F",6,"MN","SR","Distribuzione",0.125968992248062,0.0421052631578947,0.00304878048780488,0.377906976744186,1045,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2022-02-04",3688858760,9,1,"H",4,"RO","SR","Agricoltura",-0.000291630212890055,-0.0441176470588235,0.0886075949367089,0.987095363079615,108,"TRUE","Veneto","Nord-est",3,1498,0
"2020-07-31",7006683080,8,3,"D",4,"BN","SR","Servizi",0.507142857142857,0.00218340611353712,0.0455927051671733,0.552380952380952,916,"TRUE","Campania","Sud",2,1498,0
"2021-05-14",6545706690,6,3,"E",2,"RM","RS","Servizi",0.545454545454545,0.152173913043478,0.863636363636364,0.318181818181818,46,"FALSE","Lazio","Centro",2,355,1
"2021-09-11",7186376820,8,1,"G",10,"GE","SR","Servizi",0.0926292629262926,0.00288184438040346,0.0768551236749117,0.197359735973597,1735,"TRUE","Liguria","Nord-ovest",1,1498,0
"2021-12-20",7859101970,5,1,"D",2,"MI","SR","Servizi",0.0736342042755344,0.02909796314258,0.0665083135391924,0.171021377672209,1031,"TRUE","Lombardia","Nord-ovest",1,320,1
"2020-06-24",4635737640,8,1,"H",10,"RM","SR","Trasporti",0.448008849557522,0.0160320641282565,0.00921658986175115,0.20353982300885,1497,"TRUE","Lazio","Centro",2,1498,0
"2021-01-12",4151055040,9,2,"D",5,"SI","RS","Costruzioni e materiali per costruzioni",1.06896551724138,0.129568106312292,0.0368098159509202,0.0229885057471264,301,"FALSE","Toscana","Centro",2,567,1
"2020-10-14",5785998030,6,1,"C",17,"VR","SR","Distribuzione",0.438423645320197,0.034373010821133,0.053030303030303,0.536945812807882,1571,"FALSE","Veneto","Nord-est",1,1498,0
"2021-11-25",587584280,7,1,"C",16,"FM","SR","Sistema moda",0.0879828326180258,-0.0595482546201232,0.0330578512396694,0.656652360515021,528,"TRUE","Marche","Centro",1,1498,0
"2022-03-04",980194020,7,1,"M",21,"CA","SR","Servizi",-0.0551217271474506,0.0322338830584708,0.0735149327207089,0.475654570509876,1334,"TRUE","Sardegna","Isole",2,1498,0
"2022-01-12",7280057970,7,2,"I",4,"MN","SR","Servizi",-0.30150068212824,0.105882352941176,0.149328859060403,0.259208731241473,340,"FALSE","Lombardia","Nord-ovest",2,1498,0
